player_id,year,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG_pct,_3P,_3PA,_3P_pct,_2P,_2PA,_2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,6MOY,AS,CPOY,DEF1,DEF2,DPOY,MIP,MVP,NBA1,NBA2,NBA3,ROY
embiijo01,2024,1.0,Joel Embiid,29.0,PHI,C,39.0,39.0,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,0,1,0,0,0,0,0,0,0,0,0,0
doncilu01,2024,2.0,Luka Dončić,24.0,DAL,PG,70.0,70.0,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13.0,0.573,0.573,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4.0,2.1,33.9,0,1,6,0,0,0,0,3,1,0,0,0
antetgi01,2024,3.0,Giannis Antetokounmpo,29.0,MIL,PF,73.0,73.0,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11.0,17.1,0.645,0.624,7.0,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4,0,1,12,0,0,9,0,4,1,0,0,0
gilgesh01,2024,4.0,Shai Gilgeous-Alexander,25.0,OKC,PG,75.0,75.0,34.0,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2.0,0.9,2.2,2.5,30.1,0,1,3,0,0,7,0,2,1,0,0,0
brunsja01,2024,5.0,Jalen Brunson,27.0,NYK,PG,77.0,77.0,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7,0,1,5,0,0,0,0,5,0,1,0,0
bookede01,2024,6.0,Devin Booker,27.0,PHO,PG,68.0,68.0,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,0,1,0,0,0,0,0,0,0,0,1,0
duranke01,2024,7.0,Kevin Durant,35.0,PHO,PF,75.0,75.0,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,0,1,0,0,0,0,0,9,0,1,0,0
tatumja01,2024,8.0,Jayson Tatum,25.0,BOS,PF,74.0,74.0,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6.0,11.0,0.542,0.552,5.6,6.7,0.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,2.0,26.9,0,1,9,0,0,0,0,6,1,0,0,0
foxde01,2024,9.0,De'Aaron Fox,26.0,SAC,PG,74.0,74.0,35.9,9.7,20.9,0.465,2.9,7.8,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,4.6,5.6,2.0,0.4,2.6,2.6,26.6,0,0,12,0,0,0,0,0,0,0,0,0
mitchdo01,2024,10.0,Donovan Mitchell,27.0,CLE,SG,55.0,55.0,35.3,9.1,19.8,0.462,3.3,9.0,0.368,5.8,10.8,0.539,0.545,5.0,5.8,0.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,0,1,0,0,0,0,0,0,0,0,0,0
curryst01,2024,11.0,Stephen Curry,35.0,GSW,PG,74.0,74.0,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4.0,7.7,0.515,0.573,4.0,4.4,0.923,0.5,4.0,4.5,5.1,0.7,0.4,2.8,1.6,26.4,0,1,1,0,0,0,0,0,0,0,1,0
jokicni01,2024,12.0,Nikola Jokić,28.0,DEN,C,79.0,79.0,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,2.5,26.4,0,1,4,0,0,0,0,1,1,0,0,0
edwaran01,2024,13.0,Anthony Edwards,22.0,MIN,SG,79.0,78.0,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,0,1,8,0,0,0,0,7,0,1,0,0
maxeyty01,2024,14.0,Tyrese Maxey,23.0,PHI,PG,70.0,70.0,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,0,1,0,0,0,0,1,0,0,0,0,0
jamesle01,2024,15.0,LeBron James,39.0,LAL,PF,71.0,71.0,35.3,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,0,1,10,0,0,0,0,0,0,0,1,0
youngtr01,2024,16.0,Trae Young,25.0,ATL,PG,54.0,54.0,36.0,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,0,1,0,0,0,0,0,0,0,0,0,0
irvinky01,2024,17.0,Kyrie Irving,31.0,DAL,SG,58.0,58.0,35.0,9.7,19.5,0.497,3.0,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,1.9,25.6,0,0,7,0,0,0,0,0,0,0,0,0
moranja01,2024,18.0,Ja Morant,24.0,MEM,PG,9.0,9.0,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,0,0,0,0,0,0,0,0,0,0,0,0
davisan02,2024,19.0,Anthony Davis,30.0,LAL,C,76.0,76.0,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9.0,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,0,1,0,1,0,4,0,0,0,1,0,0
lillada01,2024,20.0,Damian Lillard,33.0,MIL,PG,73.0,73.0,35.3,7.4,17.5,0.424,3.0,8.5,0.354,4.4,9.0,0.49,0.51,6.5,7.0,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,0,1,11,0,0,0,0,0,0,0,0,0
